location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Belgium,4,0.1927316472694718,48519.0,35744.0,7594.0,6889.0
Belgium,5,0.18992090853782195,58381.0,9862.0,9467.0,1873.0
Belgium,6,0.09192383453709783,61427.0,3046.0,9747.0,280.0
Belgium,7,0.012834516657564172,68751.0,7324.0,9841.0,94.0
Belgium,8,0.003275705186533212,85236.0,16485.0,9895.0,54.0
Belgium,9,0.0036428227360308287,118452.0,33216.0,10016.0,121.0
Belgium,10,0.005177345813879406,429229.0,310777.0,11625.0,1609.0
Belgium,11,0.033892354640957086,577345.0,148116.0,16645.0,5020.0
Belgium,12,0.04169137105754074,646496.0,69151.0,19528.0,2883.0
Belize,3,0.0,3.0,3.0,0.0,0.0
Belize,4,0.13333333333333333,18.0,15.0,2.0,2.0
Belize,5,0.0,18.0,0.0,2.0,0.0
Belize,6,0.0,24.0,6.0,2.0,0.0
Belize,7,0.0,48.0,24.0,2.0,0.0
Belize,8,0.011470281543274244,1007.0,959.0,13.0,11.0
Belize,9,0.014213197969543147,1992.0,985.0,27.0,14.0
Belize,10,0.02140468227424749,3487.0,1495.0,59.0,32.0
Belize,11,0.03760033798056612,5854.0,2367.0,148.0,89.0
Belize,12,0.02031694433157253,10776.0,4922.0,248.0,100.0
Benin,3,0.0,9.0,9.0,0.0,0.0
Benin,4,0.01818181818181818,64.0,55.0,1.0,1.0
Benin,5,0.011904761904761904,232.0,168.0,3.0,2.0
Benin,6,0.01861427094105481,1199.0,967.0,21.0,18.0
Benin,7,0.024752475247524754,1805.0,606.0,36.0,15.0
Benin,8,0.011764705882352941,2145.0,340.0,40.0,4.0
Benin,9,0.0047169811320754715,2357.0,212.0,41.0,1.0
Benin,10,0.0,2643.0,286.0,41.0,0.0
Benin,11,0.005376344086021506,3015.0,372.0,43.0,2.0
Benin,12,0.00423728813559322,3251.0,236.0,44.0,1.0
Bhutan,3,0.0,4.0,4.0,0.0,0.0
Bhutan,4,0.0,7.0,3.0,0.0,0.0
Bhutan,5,0.0,43.0,36.0,0.0,0.0
Bhutan,6,0.0,77.0,34.0,0.0,0.0
Bhutan,7,0.0,101.0,24.0,0.0,0.0
Bhutan,8,0.0,225.0,124.0,0.0,0.0
Bhutan,9,0.0,282.0,57.0,0.0,0.0
Bhutan,10,0.0,349.0,67.0,0.0,0.0
Bhutan,11,0.0,410.0,61.0,0.0,0.0
Bhutan,12,0.0,670.0,260.0,0.0,0.0
Bolivia,3,0.056074766355140186,107.0,107.0,6.0,6.0
Bolivia,4,0.052830188679245285,1167.0,1060.0,62.0,56.0
Bolivia,5,0.028474191718661373,9982.0,8815.0,313.0,251.0
Bolivia,6,0.03485820028402978,33219.0,23237.0,1123.0,810.0
Bolivia,7,0.04255221482671563,76789.0,43570.0,2977.0,1854.0
Bolivia,8,0.05149589288854279,116598.0,39809.0,5027.0,2050.0
Bolivia,9,0.1570031528883664,135311.0,18713.0,7965.0,2938.0
Bolivia,10,0.1179025752404592,141757.0,6446.0,8725.0,760.0
Bolivia,11,0.07861741782446628,144708.0,2951.0,8957.0,232.0
Bolivia,12,0.013492475350285417,160124.0,15416.0,9165.0,208.0
Bosnia and Herzegovina,3,0.030952380952380953,420.0,420.0,13.0,13.0
Bosnia and Herzegovina,4,0.041884816753926704,1757.0,1337.0,69.0,56.0
Bosnia and Herzegovina,5,0.11155378486055777,2510.0,753.0,153.0,84.0
Bosnia and Herzegovina,6,0.016984045290787442,4453.0,1943.0,186.0,33.0
Bosnia and Herzegovina,7,0.020611612555570525,11876.0,7423.0,339.0,153.0
Bosnia and Herzegovina,8,0.03338278931750742,19964.0,8088.0,609.0,270.0
Bosnia and Herzegovina,9,0.03291139240506329,27469.0,7505.0,856.0,247.0
Bosnia and Herzegovina,10,0.016710136598735686,50090.0,22621.0,1234.0,378.0
Bosnia and Herzegovina,11,0.03826928671550607,87901.0,37811.0,2681.0,1447.0
Bosnia and Herzegovina,12,0.059305146421763995,110985.0,23084.0,4050.0,1369.0
Botswana,3,0.25,4.0,4.0,1.0,1.0
Botswana,4,0.0,23.0,19.0,1.0,0.0
Botswana,5,0.0,35.0,12.0,1.0,0.0
Botswana,6,0.0,227.0,192.0,1.0,0.0
Botswana,7,0.0017331022530329288,804.0,577.0,2.0,1.0
Botswana,8,0.0048250904704463205,1633.0,829.0,6.0,4.0
Botswana,9,0.00649772579597141,3172.0,1539.0,16.0,10.0
Botswana,10,0.0023054755043227667,6642.0,3470.0,24.0,8.0
Botswana,11,0.0024390243902439024,10742.0,4100.0,34.0,10.0
Botswana,12,0.0019689884321929607,14805.0,4063.0,42.0,8.0
Brazil,2,0.0,2.0,2.0,0.0,0.0
Brazil,3,0.03517060367454068,5717.0,5715.0,201.0,201.0
Brazil,4,0.07125322204492451,87187.0,81470.0,6006.0,5805.0
Brazil,5,0.0545009844222774,514849.0,427662.0,29314.0,23308.0
Brazil,6,0.03413015446487344,1402041.0,887192.0,59594.0,30280.0
Brazil,7,0.026086839240775473,2662485.0,1260444.0,92475.0,32881.0
Brazil,8,0.023203003402668353,3908272.0,1245787.0,121381.0,28906.0
Brazil,9,0.02500490216171484,4810935.0,902663.0,143952.0,22571.0
Brazil,10,0.02198517946099604,5535605.0,724670.0,159884.0,15932.0
Brazil,11,0.016539355944783844,6335878.0,800273.0,173120.0,13236.0
Brazil,12,0.01628914368011223,7675973.0,1340095.0,194949.0,21829.0
Brunei,3,0.007751937984496124,129.0,129.0,1.0,1.0
Brunei,4,0.0,138.0,9.0,1.0,0.0
Brunei,5,0.3333333333333333,141.0,3.0,2.0,1.0
Brunei,6,0.0,141.0,0.0,3.0,1.0
Brunei,7,0.0,141.0,0.0,3.0,0.0
Brunei,8,0.0,144.0,3.0,3.0,0.0
Brunei,9,0.0,146.0,2.0,3.0,0.0
Brunei,10,0.0,148.0,2.0,3.0,0.0
Brunei,11,0.0,150.0,2.0,3.0,0.0
Brunei,12,0.0,157.0,7.0,3.0,0.0
Bulgaria,3,0.020050125313283207,399.0,399.0,8.0,8.0
Bulgaria,4,0.052393857271906055,1506.0,1107.0,66.0,58.0
Bulgaria,5,0.07348560079443893,2513.0,1007.0,140.0,74.0
Bulgaria,6,0.036348949919224556,4989.0,2476.0,230.0,90.0
Bulgaria,7,0.02283241307267572,11690.0,6701.0,383.0,153.0
Bulgaria,8,0.053758741258741256,16266.0,4576.0,629.0,246.0
Bulgaria,9,0.042916575432450185,20833.0,4567.0,825.0,196.0
Bulgaria,10,0.014182624722751554,52844.0,32011.0,1279.0,454.0
Bulgaria,11,0.029808773903262094,145300.0,92456.0,4035.0,2756.0
Bulgaria,12,0.06215988484359091,202266.0,56966.0,7576.0,3541.0
Burkina Faso,3,0.05363984674329502,261.0,261.0,14.0,14.0
Burkina Faso,4,0.07552083333333333,645.0,384.0,43.0,29.0
Burkina Faso,5,0.04950495049504951,847.0,202.0,53.0,10.0
Burkina Faso,6,0.0,962.0,115.0,53.0,0.0
Burkina Faso,7,0.0,1106.0,144.0,53.0,0.0
Burkina Faso,8,0.007633587786259542,1368.0,262.0,55.0,2.0
Burkina Faso,9,0.00436046511627907,2056.0,688.0,58.0,3.0
Burkina Faso,10,0.02027027027027027,2500.0,444.0,67.0,9.0
Burkina Faso,11,0.0025906735751295338,2886.0,386.0,68.0,1.0
Burkina Faso,12,0.004449097095001309,6707.0,3821.0,85.0,17.0
Burundi,3,0.0,2.0,2.0,0.0,0.0
Burundi,4,0.1111111111111111,11.0,9.0,1.0,1.0
Burundi,5,0.0,63.0,52.0,1.0,0.0
Burundi,6,0.0,170.0,107.0,1.0,0.0
Burundi,7,0.0,387.0,217.0,1.0,0.0
Burundi,8,0.0,445.0,58.0,1.0,0.0
Burundi,9,0.0,508.0,63.0,1.0,0.0
Burundi,10,0.0,585.0,77.0,1.0,0.0
Burundi,11,0.0,688.0,103.0,1.0,0.0
Burundi,12,0.007692307692307693,818.0,130.0,2.0,1.0
Cambodia,1,0.0,1.0,1.0,0.0,0.0
Cambodia,2,0.0,1.0,0.0,0.0,0.0
Cambodia,3,0.0,109.0,108.0,0.0,0.0
Cambodia,4,0.0,122.0,13.0,0.0,0.0
Cambodia,5,0.0,125.0,3.0,0.0,0.0
Cambodia,6,0.0,141.0,16.0,0.0,0.0
Cambodia,7,0.0,239.0,98.0,0.0,0.0
Cambodia,8,0.0,274.0,35.0,0.0,0.0
Cambodia,9,0.0,277.0,3.0,0.0,0.0
Cambodia,10,0.0,291.0,14.0,0.0,0.0
Cambodia,11,0.0,326.0,35.0,0.0,0.0
Cambodia,12,0.0,378.0,52.0,0.0,0.0
Cameroon,3,0.031088082901554404,193.0,193.0,6.0,6.0
Cameroon,4,0.03355704697986577,1832.0,1639.0,61.0,55.0
Cameroon,5,0.03192534381139489,5904.0,4072.0,191.0,130.0
Cameroon,6,0.018241626794258375,12592.0,6688.0,313.0,122.0
Cameroon,7,0.016727428693973836,17255.0,4663.0,391.0,78.0
Cameroon,8,0.010598834128245893,19142.0,1887.0,411.0,20.0
Cameroon,9,0.004127358490566038,20838.0,1696.0,418.0,7.0
Cameroon,10,0.008376963350785341,21793.0,955.0,426.0,8.0
Cameroon,11,0.004147812971342383,24445.0,2652.0,437.0,11.0
Cameroon,12,0.006004366812227074,26277.0,1832.0,448.0,11.0
Canada,1,0.0,4.0,4.0,0.0,0.0
Canada,2,0.0,20.0,16.0,0.0,0.0
Canada,3,0.017867638415422594,8527.0,8507.0,152.0,152.0
Canada,4,0.08767689962987155,54457.0,45930.0,4179.0,4027.0
Canada,5,0.09802219767503025,92479.0,38022.0,7906.0,3727.0
Canada,6,0.06417976207960052,106097.0,13618.0,8780.0,874.0
Canada,7,0.02010833880499015,118281.0,12184.0,9025.0,245.0
Canada,8,0.013294294531930047,130918.0,12637.0,9193.0,168.0
Canada,9,0.006558680314021664,161107.0,30189.0,9391.0,198.0
Canada,10,0.011613258798519802,237313.0,76206.0,10276.0,885.0
Canada,11,0.013608884944954382,381557.0,144244.0,12239.0,1963.0
Canada,12,0.01736734170725455,584409.0,202852.0,15762.0,3523.0
Cape Verde,3,0.16666666666666666,6.0,6.0,1.0,1.0
Cape Verde,4,0.0,121.0,115.0,1.0,0.0
Cape Verde,5,0.009554140127388535,435.0,314.0,4.0,3.0
Cape Verde,6,0.013888888888888888,1227.0,792.0,15.0,11.0
Cape Verde,7,0.006535947712418301,2451.0,1224.0,23.0,8.0
Cape Verde,8,0.011863224005582694,3884.0,1433.0,40.0,17.0
Cape Verde,9,0.009345794392523364,6024.0,2140.0,60.0,20.0
Cape Verde,10,0.012639942217407007,8793.0,2769.0,95.0,35.0
Cape Verde,11,0.00508130081300813,10761.0,1968.0,105.0,10.0
Cape Verde,12,0.0074142724745134385,11840.0,1079.0,113.0,8.0
Cayman Islands,12,0.0,0.0,0.0,0.0,0.0
Central African Republic,3,0.0,3.0,3.0,0.0,0.0
Central African Republic,4,0.0,50.0,47.0,0.0,0.0
Central African Republic,5,0.002081165452653486,1011.0,961.0,2.0,2.0
Central African Republic,6,0.01645940014630578,3745.0,2734.0,47.0,45.0
Central African Republic,7,0.013904982618771726,4608.0,863.0,59.0,12.0
Central African Republic,8,0.02912621359223301,4711.0,103.0,62.0,3.0
Central African Republic,9,0.0,4829.0,118.0,62.0,0.0
Central African Republic,10,0.0,4866.0,37.0,62.0,0.0
Central African Republic,11,0.02127659574468085,4913.0,47.0,63.0,1.0
Central African Republic,12,0.0,4963.0,50.0,63.0,0.0
Chad,3,0.0,7.0,7.0,0.0,0.0
Chad,4,0.07575757575757576,73.0,66.0,5.0,5.0
Chad,5,0.0851063829787234,778.0,705.0,65.0,60.0
Chad,6,0.10227272727272728,866.0,88.0,74.0,9.0
Chad,7,0.014285714285714285,936.0,70.0,75.0,1.0
Chad,8,0.025974025974025976,1013.0,77.0,77.0,2.0
Chad,9,0.0427807486631016,1200.0,187.0,85.0,8.0
Chad,10,0.045936395759717315,1483.0,283.0,98.0,13.0
Chad,11,0.014634146341463415,1688.0,205.0,101.0,3.0
Chad,12,0.007058823529411765,2113.0,425.0,104.0,3.0
Chile,2,0.0,2.0,2.0,0.0,0.0
Chile,3,0.00422237860661506,2844.0,2842.0,12.0,12.0
Chile,4,0.014470319020056535,17702.0,14858.0,227.0,215.0
Chile,5,0.00781309046935228,123550.0,105848.0,1054.0,827.0
Chile,6,0.02973505386831619,279393.0,155843.0,5688.0,4634.0
Chile,7,0.049413954951884,355667.0,76274.0,9457.0,3769.0
Chile,8,0.032679855152607074,411726.0,56059.0,11289.0,1832.0
Chile,9,0.02832341753633083,462991.0,51265.0,12741.0,1452.0
Chile,10,0.03101660848407913,510256.0,47265.0,14207.0,1466.0
Chile,11,0.028997035215850748,551743.0,41487.0,15410.0,1203.0
Chile,12,0.020933077057487332,608973.0,57230.0,16608.0,1198.0
China,1,0.02118003025718608,9802.0,9254.0,213.0,196.0
China,2,0.03772608333093711,79356.0,69554.0,2837.0,2624.0
China,3,0.16147793362983237,82279.0,2923.0,3309.0,472.0
China,4,0.7918902802623733,83956.0,1677.0,4637.0,1328.0
China,5,0.005263157894736842,84146.0,190.0,4638.0,1.0
China,6,0.004694835680751174,84785.0,639.0,4641.0,3.0
China,7,0.006968641114982578,87655.0,2870.0,4661.0,20.0
China,8,0.027445772465692783,89914.0,2259.0,4723.0,62.0
China,9,0.025356576862123614,90545.0,631.0,4739.0,16.0
China,10,0.0,91366.0,821.0,4739.0,0.0
China,11,0.0026041666666666665,92902.0,1536.0,4743.0,4.0
China,12,0.01274093433518458,95963.0,3061.0,4782.0,39.0
Colombia,3,0.017660044150110375,906.0,906.0,16.0,16.0
Colombia,4,0.049455454383145865,6507.0,5601.0,293.0,277.0
Colombia,5,0.02823920265780731,29383.0,22876.0,939.0,646.0
Colombia,6,0.0349823992521508,97846.0,68463.0,3334.0,2395.0
Colombia,7,0.03425544616567676,295508.0,197662.0,10105.0,6771.0
Colombia,8,0.02990431370585695,615094.0,319586.0,19662.0,9557.0
Colombia,9,0.02952676095719645,829679.0,214585.0,25998.0,6336.0
Colombia,10,0.021741886668984273,1074184.0,244505.0,31314.0,5316.0
Colombia,11,0.02247116914377097,1316806.0,242622.0,36766.0,5452.0
Colombia,12,0.01977795434535186,1642775.0,325969.0,43213.0,6447.0
Comoros,4,0.0,1.0,1.0,0.0,0.0
Comoros,5,0.01904761904761905,106.0,105.0,2.0,2.0
Comoros,6,0.025380710659898477,303.0,197.0,7.0,5.0
Comoros,7,0.0,378.0,75.0,7.0,0.0
Comoros,8,0.0,423.0,45.0,7.0,0.0
Comoros,9,0.0,479.0,56.0,7.0,0.0
Comoros,10,0.0,545.0,66.0,7.0,0.0
Comoros,11,0.0,611.0,66.0,7.0,0.0
